term1,term2,snomedct,entity_id_y,is_cause,is_treat,relation
cocoa,diabetes mellitus type 2,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:0111099;DOID:9352,0,4,treat
cocoa,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:10763,0,2,treat
cocoa,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:9970,0,4,treat
cocoa,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:9352,0,12,treat
cocoa,type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:9352,0,13,treat
cocoa consumption,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:9352,0,12,treat
coconut,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/735211005,DOID:3310,0,10,treat
coconut oil,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/735211005***http://purl.bioontology.org/ontology/SNOMEDCT/28942008,DOID:10652,0,4,treat
coconut oil,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/735211005***http://purl.bioontology.org/ontology/SNOMEDCT/28942008,DOID:3310,0,3,treat
coffee,adenomas,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:657,0,2,treat
coffee,alcoholic liver cirrhosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:14018,0,2,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,DOID:1936,0,4,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:1936,0,4,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:1936,0,4,treat
coffee,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:9351,0,3,treat
coffee,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:10534,0,4,treat
coffee,gout,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:13189,0,3,treat
coffee,hyperuricemia,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:1920,0,2,treat
coffee,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:409,0,4,treat
coffee,nonalcoholic steatohepatitis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:0080547,0,4,treat
coffee,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:9970,0,4,treat
coffee,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:9352,0,2,treat
coffee consumption,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:162,0,2,treat
coffee consumption,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:219,0,2,treat
cooked rice,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,DOID:3310,0,4,treat
coriander,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:1289,0,8,treat
corn,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,DOID:10608,0,2,treat
corn,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,DOID:10608,0,2,treat
corn,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,DOID:10763,0,8,treat
corn,neural tube defects,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,DOID:0080074,0,5,treat
cream,peptic ulcer disease,http://purl.bioontology.org/ontology/SNOMEDCT/255621006,DOID:750,0,3,treat
dried peas,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,DOID:9352,0,4,treat
eating yogurt,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,DOID:10604,0,4,treat
eating yogurt,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,DOID:10604,0,4,treat
egg yolk,chronic kidney disease,http://purl.bioontology.org/ontology/SNOMEDCT/256442007,DOID:784,0,3,treat
eggs,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102262009***http://purl.bioontology.org/ontology/SNOMEDCT/443931000124105,DOID:9351,0,5,treat
eggs,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,DOID:9351,0,5,treat
female,rectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,DOID:1993,0,3,treat
fenugreek,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,DOID:9351,0,5,treat
fenugreek,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,DOID:9352,0,9,treat
flour,anencephaly,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,DOID:0060668,0,6,treat
flour,neural tube defects,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,DOID:0080074,0,13,treat
flour,spina bifida,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,DOID:0080016,0,6,treat
flour is,anaemia,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,DOID:2355,0,2,treat
fruit,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:10652,0,2,treat
fruit,allergic disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:1205,0,3,treat
fruit,allergic rhinitis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:4481,0,2,treat
fruit,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:848,0,2,treat
fruit,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:2841,0,5,treat
fruit,bladder cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:11054,0,10,treat
fruit,bone diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:0080001,0,2,treat
fruit,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:1612,0,5,treat
fruit,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:162,0,11,treat
fruit,cataract,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:83,0,3,treat
fruit,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:219,0,2,treat
fruit,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:3393,0,12,treat
fruit,degenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:1289,0,4,treat
fruit,dementia,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:1307,0,5,treat
fruit,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:9351,0,3,treat
fruit,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:10534,0,8,treat
fruit,gastrointestinal disorders,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:77,0,2,treat
fruit,gestational diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:11714,0,4,treat
fruit,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:10763,0,15,treat
fruit,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:409,0,2,treat
fruit,nephritis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:10952,0,2,treat
fruit,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:1289,0,3,treat
fruit,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:9970,0,5,treat
fruit,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:11476,0,5,treat
fruit,renal cell cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:4450,0,6,treat
fruit,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:4450,0,5,treat
fruit,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:6713,0,16,treat
fruit,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,DOID:9352,0,2,treat
fruits,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:162,0,2,treat
"fruits,",stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:6713,0,9,treat
garlic,DSs,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:0111777;DOID:0050125,0,4,treat
garlic,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:1936,0,9,treat
garlic,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:1612,0,6,treat
garlic,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:162,0,35,treat
garlic,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:219,0,10,treat
garlic,colorectal adenocarcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:0050861,0,3,treat
garlic,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:9256,0,3,treat
garlic,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:9351,0,5,treat
garlic,dyslipidemia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3146,0,3,treat
garlic,eclampsia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:13593,0,2,treat
garlic,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:10534,0,8,treat
garlic,gingivitis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3087,0,3,treat
garlic,hepatoma,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:684,0,3,treat
garlic,hyperglycemia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:4195,0,2,treat
garlic,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:10763,0,16,treat
garlic,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3571,0,18,treat
garlic,myocardial infarction,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:5844,0,2,treat
garlic,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:1289,0,8,treat
garlic,periodontal diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3388,0,3,treat
garlic,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:10283,0,16,treat
garlic,renal hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:1073,0,2,treat
garlic,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:6713,0,6,treat
ginger,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:10652,0,6,treat
ginger,CRF,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:784,0,3,treat
ginger,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:2841,0,4,treat
ginger,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:162,0,18,treat
ginger,chronic kidney diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:784,0,3,treat
ginger,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:219,0,2,treat
ginger,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:9256,0,9,treat
ginger,constipation,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:2089,0,7,treat
ginger,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:9351,0,23,treat
ginger,diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:9351,0,6,treat
ginger,diarrhea,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:13250,0,5,treat
ginger,diarrhoea,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:13250,0,7,treat
ginger,gastrointestinal disease,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:77,0,3,treat
ginger,heart diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:114,0,4,treat
ginger,hepatic disorders,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:409,0,5,treat
ginger,hyperglycemia,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:4195,0,5,treat
ginger,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:10763,0,6,treat
ginger,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/24515005,DOID:10763,0,3,treat
ginger,inflammatory bowel diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:0050589,0,2,treat
ginger,irritable bowel syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:9778,0,9,treat
ginger,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:3571,0,9,treat
ginger,migraine,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:6364,0,7,treat
ginger,motion sickness,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:2951,0,7,treat
ginger,mucositis,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:0080178,0,3,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:1289,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/260180006,DOID:1289,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/412060000,DOID:1289,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:1289,0,8,treat
ginger,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:9970,0,9,treat
ginger,sinusitis,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:0050127,0,5,treat
ginseng,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,DOID:9352,0,9,treat
grape juice,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226492005***http://purl.bioontology.org/ontology/SNOMEDCT/129559002,DOID:10763,0,3,treat
grapefruit,Parkinson's disease,http://purl.bioontology.org/ontology/SNOMEDCT/256315005,DOID:14330,0,3,treat
grapefruit,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/256315005,DOID:10763,0,5,treat
grapes,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:1936,0,4,treat
grapes,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,DOID:1612,0,10,treat
green tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:9351,0,3,treat
green tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:9351,0,3,treat
green tea,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:10283,0,14,treat
hawthorn,Hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:10763,0,11,treat
honey,amnesia,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:10914,0,2,treat
honey,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:9256,0,5,treat
honey,eczema,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:2723,0,3,treat
honey,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:0014667,0,6,treat
honey,psoriasis,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:8893,0,3,treat
honey,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:6713,0,2,treat
honey,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:9352,0,4,treat
honey,urinary tract infections,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,DOID:13148,0,3,treat
lemon,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,DOID:10652,0,3,treat
lemon,gastritis,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,DOID:4029,0,2,treat
lemon,gastroesophageal reflux,http://purl.bioontology.org/ontology/SNOMEDCT/735340006,DOID:8534,0,2,treat
lemon,pneumonia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:552,0,10,treat
lemon,pulmonary fibrosis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,DOID:3770,0,10,treat
lentils,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227350006,DOID:9352,0,4,treat
manner,motion sickness,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,DOID:2951,0,2,treat
meat,Hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,DOID:10763,0,11,treat
meat,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/28647000,DOID:10763,0,7,treat
milk,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:162,0,8,treat
milk,dementia,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:1307,0,3,treat
milk,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9351,0,15,treat
milk,food allergies,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:3044,0,12,treat
milk,gout,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:13189,0,3,treat
milk,hereditary angioedema,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:14735,0,2,treat
milk,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:10604,0,2,treat
milk,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:409,0,9,treat
milk,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:409,0,21,treat
milk,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:0014667,0,4,treat
milk,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:6713,0,7,treat
milk,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:9352,0,2,treat
milk products,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,DOID:10763,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,DOID:1936,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,DOID:1936,0,4,treat
nuts,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,DOID:1936,0,4,treat
nuts,epilepsy,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:1826,0,6,treat
nuts,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:6713,0,6,treat
nuts,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,DOID:9352,0,3,treat
oatmeal,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/226725004,DOID:3310,0,3,treat
oats,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,DOID:10608,0,5,treat
oats,coeliac disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,DOID:10608,0,5,treat
oats,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,DOID:9256,0,5,treat
oats,inflammatory bowel disease,http://purl.bioontology.org/ontology/SNOMEDCT/9424004***http://purl.bioontology.org/ontology/SNOMEDCT/418504009,DOID:0050589,0,5,treat
oil or,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:9351,0,7,treat
oil or,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:0014667,0,7,treat
olive oil,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,DOID:10652,0,3,treat
