term1,term2,foodon,nci_disease,is_cause,is_treat,relation
cinnamon,glucose intolerance,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C34646,0,6,treat
cinnamon,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C3235,0,14,treat
cinnamon,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C27090,0,8,treat
cinnamon,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C27090,0,8,treat
cinnamon,obesity,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C159658,0,6,treat
cinnamon,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,40,treat
cinnamon,type 2 diabetes mellitus,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,6,treat
cinnamon,type-2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,7,treat
cocoa,diabetes,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C2985,0,10,treat
cocoa,hypertension,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C3117,0,2,treat
cocoa,obesity,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C159658,0,4,treat
cocoa,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C26747,0,12,treat
cocoa,type 2 diabetes mellitus,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C26747,0,13,treat
cocoa consumption,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C26747,0,12,treat
coconut oil,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03310387,NCI:C2866,0,4,treat
coffee,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C35768,0,4,treat
coriander,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C27090,0,8,treat
corn,celiac disease,http://purl.obolibrary.org/obo/NCBITaxon_381124,NCI:C26714,0,2,treat
corn,celiac disease,http://purl.obolibrary.org/obo/NCBITaxon_4530,NCI:C26714,0,2,treat
corn,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_381124,NCI:C3117,0,8,treat
cranberry juice,urinary tract infections,http://purl.obolibrary.org/obo/FOODON_03301671,NCI:C26934,0,2,treat
dried peas,type 2 diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,NCI:C26747,0,4,treat
eating yogurt,lactose intolerance,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C3154,0,4,treat
egg yolk,chronic kidney disease,http://purl.obolibrary.org/obo/UBERON_0007378,NCI:C9438,0,3,treat
eggs,diabetes,http://purl.obolibrary.org/obo/FOODON_03307240***http://purl.obolibrary.org/obo/FOODON_03303588,NCI:C2985,0,5,treat
fenugreek,diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C2985,0,5,treat
fenugreek,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,9,treat
flour,spina bifida,http://purl.obolibrary.org/obo/FOODON_03301116,NCI:C101214,0,6,treat
fruit,Alzheimer's disease,http://purl.obolibrary.org/obo/PO_0009001,NCI:C2866,0,2,treat
fruit,allergic disease,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3114,0,3,treat
fruit,allergic rhinitis,http://purl.obolibrary.org/obo/PO_0009001,NCI:C34987,0,2,treat
fruit,arthritis,http://purl.obolibrary.org/obo/PO_0009001,NCI:C2883,0,2,treat
fruit,asthma,http://purl.obolibrary.org/obo/PO_0009001,NCI:C28397,0,5,treat
fruit,bladder cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C2901,0,10,treat
fruit,breast cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C9335,0,5,treat
fruit,cancers,http://purl.obolibrary.org/obo/PO_0009001,NCI:C9305,0,11,treat
fruit,colon cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C9242,0,2,treat
fruit,coronary heart disease,http://purl.obolibrary.org/obo/PO_0009001,NCI:C50625,0,12,treat
fruit,degenerative diseases,http://purl.obolibrary.org/obo/PO_0009001,NCI:C27090,0,4,treat
fruit,diabetes,http://purl.obolibrary.org/obo/PO_0009001,NCI:C2985,0,3,treat
fruit,gastric cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3387,0,8,treat
fruit,gestational diabetes mellitus,http://purl.obolibrary.org/obo/PO_0009001,NCI:C34942,0,4,treat
fruit,hypertension,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3117,0,15,treat
fruit,liver diseases,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3196,0,2,treat
fruit,nephritis,http://purl.obolibrary.org/obo/PO_0009001,NCI:C26833,0,2,treat
fruit,neurodegenerative diseases,http://purl.obolibrary.org/obo/PO_0009001,NCI:C27090,0,3,treat
fruit,obesity,http://purl.obolibrary.org/obo/PO_0009001,NCI:C159658,0,5,treat
fruit,osteoporosis,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3298,0,5,treat
fruit,renal cell cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C9385,0,6,treat
fruit,renal cell carcinoma,http://purl.obolibrary.org/obo/PO_0009001,NCI:C9385,0,5,treat
fruit,stroke,http://purl.obolibrary.org/obo/PO_0009001,NCI:C2938,0,16,treat
fruit,type 2 diabetes,http://purl.obolibrary.org/obo/PO_0009001,NCI:C26747,0,2,treat
fruits,cancers,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C9305,0,2,treat
fruits,ovarian cancer,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C7431,0,2,treat
"fruits,",stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2938,0,9,treat
garlic,atherosclerosis,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C35768,0,2,treat
garlic,atherosclerosis,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C35768,0,9,treat
garlic,breast cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C9335,0,6,treat
garlic,cancers,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C9305,0,35,treat
garlic,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C9242,0,10,treat
garlic,colorectal adenocarcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C5105,0,3,treat
garlic,colorectal cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C4978,0,3,treat
garlic,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C2985,0,2,treat
garlic,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C2985,0,5,treat
garlic,eclampsia,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C87167,0,2,treat
garlic,gastric cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C3387,0,8,treat
garlic,gingivitis,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C34636,0,3,treat
garlic,hepatoma,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C3099,0,3,treat
garlic,hyperglycemia,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C26797,0,2,treat
garlic,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C3117,0,16,treat
garlic,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C34803,0,18,treat
garlic,myocardial infarction,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C27996,0,2,treat
garlic,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C27090,0,8,treat
garlic,periodontal diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C63743,0,3,treat
garlic,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C7378,0,16,treat
garlic,renal hypertension,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C3121,0,2,treat
garlic,stroke,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C2938,0,6,treat
ginger,Alzheimer's disease,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C2866,0,6,treat
ginger,CRF,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C9438,0,3,treat
ginger,asthma,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C28397,0,4,treat
ginger,cancers,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C9305,0,18,treat
ginger,chronic kidney diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C9438,0,3,treat
ginger,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C9242,0,2,treat
ginger,colorectal cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C4978,0,9,treat
ginger,constipation,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C37930,0,7,treat
ginger,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C2985,0,23,treat
ginger,diabetes mellitus,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C2985,0,6,treat
ginger,heart diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C3079,0,4,treat
ginger,hepatic disorders,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C3196,0,5,treat
ginger,hyperglycemia,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C26797,0,5,treat
ginger,hypertension,http://purl.obolibrary.org/obo/FOODON_03303380,NCI:C3117,0,3,treat
ginger,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C3117,0,6,treat
ginger,inflammatory bowel diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C3138,0,2,treat
ginger,irritable bowel syndrome,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C82343,0,9,treat
ginger,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C34803,0,9,treat
ginger,migraine,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C89715,0,7,treat
ginger,motion sickness,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C34824,0,7,treat
ginger,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C27090,0,8,treat
ginger,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C27090,0,8,treat
ginger,obesity,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C159658,0,9,treat
ginger,sinusitis,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C128411,0,5,treat
ginseng,diabetes,http://purl.obolibrary.org/obo/FOODON_03301705,NCI:C2985,0,5,treat
ginseng,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,9,treat
grape juice,hypertension,http://purl.obolibrary.org/obo/FOODON_00001926***http://purl.obolibrary.org/obo/FOODON_03301127,NCI:C3117,0,3,treat
grapefruit,Parkinson's disease,http://purl.obolibrary.org/obo/FOODON_03301702***http://purl.obolibrary.org/obo/NCBITaxon_37656,NCI:C26845,0,3,treat
grapefruit,hypertension,http://purl.obolibrary.org/obo/FOODON_03301702***http://purl.obolibrary.org/obo/NCBITaxon_37656,NCI:C3117,0,5,treat
grapes,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C35768,0,4,treat
green tea,diabetes,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C2985,0,3,treat
green tea,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C7378,0,14,treat
hawthorn,Hypertension,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C3117,0,11,treat
honey,amnesia,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C2867,0,2,treat
honey,colorectal cancer,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C4978,0,5,treat
honey,eczema,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C2983,0,3,treat
honey,metabolic syndrome,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C3235,0,6,treat
honey,psoriasis,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C3346,0,3,treat
honey,stroke,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C2938,0,2,treat
honey,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C26747,0,4,treat
honey,urinary tract infections,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C26934,0,3,treat
kefir,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310290,NCI:C3235,0,2,treat
kiwi,hypertension,http://purl.obolibrary.org/obo/FOODON_03414363,NCI:C3117,0,8,treat
lemon,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03301441,NCI:C2866,0,3,treat
lemon,gastritis,http://purl.obolibrary.org/obo/FOODON_03301441,NCI:C26780,0,2,treat
lemon,gastroesophageal reflux,http://purl.obolibrary.org/obo/FOODON_03301441,NCI:C26781,0,2,treat
lemon,pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C3333,0,10,treat
lemon,pulmonary fibrosis,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C26869,0,10,treat
liver,cancers,http://purl.obolibrary.org/obo/UBERON_0002107,NCI:C9305,0,3,treat
manner,motion sickness,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C34824,0,2,treat
milk,cancers,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C9305,0,8,treat
milk,diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C2985,0,15,treat
milk,gout,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C34650,0,3,treat
milk,hereditary angioedema,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C84758,0,2,treat
milk,lactose intolerance,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3154,0,2,treat
milk,liver disease,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3196,0,9,treat
milk,liver diseases,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3196,0,21,treat
milk,metabolic syndrome,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3235,0,4,treat
milk,stroke,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C2938,0,7,treat
milk,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C26747,0,2,treat
milk products,hypertension,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3117,0,4,treat
nuts,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,NCI:C35768,0,4,treat
nuts,epilepsy,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3020,0,6,treat
nuts,stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2938,0,6,treat
nuts,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,NCI:C26747,0,3,treat
oats,celiac disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,NCI:C26714,0,5,treat
oats,coeliac disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,NCI:C26714,0,5,treat
oats,colorectal cancer,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,NCI:C4978,0,5,treat
oats,inflammatory bowel disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,NCI:C3138,0,5,treat
oil or,diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2985,0,7,treat
oil or,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3235,0,7,treat
olive oil,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2866,0,3,treat
olive oil,Breast Cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C9335,0,5,treat
olive oil,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C35768,0,3,treat
olive oil,breast cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C9335,0,21,treat
olive oil,breast tumor,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C9335,0,4,treat
olive oil,cancers,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C9305,0,16,treat
olive oil,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C50625,0,16,treat
olive oil,diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2985,0,10,treat
olive oil,epilepsy,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3020,0,6,treat
olive oil,gastric cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3387,0,4,treat
olive oil,hypertension,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3117,0,10,treat
olive oil,metabolic diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3235,0,3,treat
olive oil,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3235,0,3,treat
olive oil,neurodegenerative disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C27090,0,7,treat
olive oil,neurodegenerative diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C27090,0,37,treat
olive oil,obesity,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C159658,0,3,treat
olive oil,osteoporosis,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C3298,0,4,treat
olive oil,stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C2938,0,16,treat
olive oil,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,NCI:C26747,0,19,treat
olive oil mixture,eczema,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C2983,0,3,treat
olive oil mixture,psoriasis,http://purl.obolibrary.org/obo/UBERON_0036016,NCI:C3346,0,3,treat
onion,breast cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,NCI:C9335,0,4,treat
onion,hypertension,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,NCI:C3117,0,8,treat
other fruits,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C7378,0,5,treat
papaya,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C7378,0,5,treat
pear,diabetes mellitus,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,NCI:C2985,0,2,treat
pear,metabolic diseases,http://purl.obolibrary.org/obo/NCBITaxon_23211***http://purl.obolibrary.org/obo/FOODON_03301724,NCI:C3235,0,2,treat
peas,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,NCI:C2985,0,3,treat
potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113,NCI:C9385,0,20,treat
prickly pear,diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C2985,0,3,treat
pulses,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,NCI:C2985,0,2,treat
pulses,type 2 diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,NCI:C26747,0,4,treat
red onion,ovarian cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,NCI:C7431,0,2,treat
red wine,Breast Cancer,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C9335,0,15,treat
red wine,cerebrovascular disease,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C2938,0,3,treat
red wine,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C50625,0,11,treat
red wine,coronary heart diseases,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C50625,0,2,treat
red wine,diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C2985,0,6,treat
red wine,mammary tumors,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C9335,0,3,treat
red wine,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C26747,0,4,treat
red wine,vascular diseases,http://purl.obolibrary.org/obo/FOODON_03310272,NCI:C26693,0,2,treat
rice,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_4530,NCI:C2985,0,3,treat
salt,stroke,http://purl.obolibrary.org/obo/CHEBI_24866,NCI:C2938,0,3,treat
sweet potato,malignant tumor,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,NCI:C9305,0,2,treat
sweet potato,renal cell carcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4113***http://purl.obolibrary.org/obo/NCBITaxon_4120,NCI:C9385,0,20,treat
tea,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C9242,0,9,treat
thistle,Type 2 diabetes mellitus,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C26747,0,6,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0001913,NCI:C3196,0,7,treat
thistle,liver diseases,http://purl.obolibrary.org/obo/UBERON_0002107,NCI:C3196,0,2,treat
tomato,cancers,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C9305,0,3,treat
tomato,gastritis,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C26780,0,2,treat
tomato,gastroesophageal reflux,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C26781,0,2,treat
tomato,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4081,NCI:C7378,0,23,treat
tomato sauce,prostate cancer,http://purl.obolibrary.org/obo/FOODON_03301217***http://purl.obolibrary.org/obo/NCBITaxon_4081***http://purl.obolibrary.org/obo/FOODON_03311146,NCI:C7378,0,15,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,NCI:C34803,0,9,treat
turmeric,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,NCI:C34803,0,9,treat
vegetables,gastric cancer,http://purl.obolibrary.org/obo/PO_0009001,NCI:C3387,0,8,treat
