term1,term2,foodon,umls_disease,is_cause,is_treat,relation
coconut oil,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03310387,UMLS_CUI:C0002395,0,4,treat
coconut oil,atopic dermatitis,http://purl.obolibrary.org/obo/FOODON_03310387,UMLS_CUI:C0011615,0,3,treat
coffee,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,UMLS_CUI:C0004153,0,4,treat
cooked rice,atopic dermatitis,http://purl.obolibrary.org/obo/NCBITaxon_4530,UMLS_CUI:C0011615,0,4,treat
coriander,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C1285162,0,8,treat
corn,celiac disease,http://purl.obolibrary.org/obo/NCBITaxon_381124,UMLS_CUI:C0007570,0,2,treat
corn,celiac disease,http://purl.obolibrary.org/obo/NCBITaxon_4530,UMLS_CUI:C0007570,0,2,treat
corn,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_381124,UMLS_CUI:C0020538,0,8,treat
cranberry juice,urinary tract infections,http://purl.obolibrary.org/obo/FOODON_03301671,UMLS_CUI:C0149523,0,2,treat
dried peas,type 2 diabetes,http://purl.obolibrary.org/obo/NCBITaxon_3888,UMLS_CUI:C0011860,0,4,treat
eating yogurt,lactose intolerance,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0022951,0,4,treat
egg yolk,chronic kidney disease,http://purl.obolibrary.org/obo/UBERON_0007378,UMLS_CUI:C0022661,0,3,treat
eggs,diabetes,http://purl.obolibrary.org/obo/FOODON_03307240***http://purl.obolibrary.org/obo/FOODON_03303588,UMLS_CUI:C0011849,0,5,treat
fenugreek,diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,UMLS_CUI:C0011849,0,5,treat
fenugreek,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,UMLS_CUI:C0011860,0,9,treat
flour,spina bifida,http://purl.obolibrary.org/obo/FOODON_03301116,UMLS_CUI:C0080178,0,6,treat
fruit,Alzheimer's disease,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0002395,0,2,treat
fruit,allergic disease,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0020517,0,3,treat
fruit,allergic rhinitis,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0002103,0,2,treat
fruit,arthritis,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0003864,0,2,treat
fruit,asthma,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0004096,0,5,treat
fruit,bladder cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0005684,0,10,treat
fruit,bone diseases,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0005940,0,2,treat
fruit,breast cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0006142,0,5,treat
fruit,cancers,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0006826,0,11,treat
fruit,cataract,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0029531,0,3,treat
fruit,colon cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0007102,0,2,treat
fruit,coronary heart disease,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0151744,0,12,treat
fruit,degenerative diseases,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C1285162,0,4,treat
fruit,dementia,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0154319,0,5,treat
fruit,diabetes,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0011849,0,3,treat
fruit,gastric cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0024623,0,8,treat
fruit,gastrointestinal disorders,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0012242,0,2,treat
fruit,gestational diabetes mellitus,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0085207,0,4,treat
fruit,hypertension,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0020538,0,15,treat
fruit,liver diseases,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0023895,0,2,treat
fruit,nephritis,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0027697,0,2,treat
fruit,neurodegenerative diseases,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C1285162,0,3,treat
fruit,obesity,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0028754,0,5,treat
fruit,osteoporosis,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0029456,0,5,treat
fruit,renal cell cancer,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0007134,0,6,treat
fruit,renal cell carcinoma,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0007134,0,5,treat
fruit,stroke,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0007820,0,16,treat
fruit,type 2 diabetes,http://purl.obolibrary.org/obo/PO_0009001,UMLS_CUI:C0011860,0,2,treat
fruits,cancers,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0006826,0,2,treat
fruits,ovarian cancer,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C1299247,0,2,treat
"fruits,",stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0007820,0,9,treat
garlic,atherosclerosis,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0004153,0,2,treat
garlic,atherosclerosis,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0004153,0,9,treat
garlic,breast cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0006142,0,6,treat
garlic,cancers,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0006826,0,35,treat
garlic,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0007102,0,10,treat
garlic,colorectal adenocarcinoma,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C1319315,0,3,treat
garlic,colorectal cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0346629,0,3,treat
garlic,diabetes,http://purl.obolibrary.org/obo/CHEBI_33290,UMLS_CUI:C0011849,0,2,treat
garlic,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0011849,0,5,treat
garlic,dyslipidemia,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0023772,0,3,treat
garlic,eclampsia,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0013537,0,2,treat
garlic,gastric cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0024623,0,8,treat
garlic,gingivitis,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0008684,0,3,treat
garlic,hyperglycemia,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0020456,0,2,treat
garlic,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0020538,0,16,treat
garlic,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0854795,0,18,treat
garlic,myocardial infarction,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0027051,0,2,treat
garlic,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C1285162,0,8,treat
garlic,periodontal diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0031090,0,3,treat
garlic,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0033578,0,16,treat
garlic,renal hypertension,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0020544,0,2,treat
garlic,stroke,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0007820,0,6,treat
ginger,Alzheimer's disease,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0002395,0,6,treat
ginger,CRF,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0022661,0,3,treat
ginger,asthma,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0004096,0,4,treat
ginger,cancers,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0006826,0,18,treat
ginger,chronic kidney diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0022661,0,3,treat
ginger,colon cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0007102,0,2,treat
ginger,colorectal cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0346629,0,9,treat
ginger,constipation,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0009806,0,7,treat
ginger,diabetes,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0011849,0,23,treat
ginger,diabetes mellitus,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0011849,0,6,treat
ginger,diarrhea,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0013369,0,5,treat
ginger,diarrhoea,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0013369,0,7,treat
ginger,gastrointestinal disease,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0012242,0,3,treat
ginger,heart diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0018799,0,4,treat
ginger,hepatic disorders,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0023895,0,5,treat
ginger,hyperglycemia,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0020456,0,5,treat
ginger,hypertension,http://purl.obolibrary.org/obo/FOODON_03303380,UMLS_CUI:C0020538,0,3,treat
ginger,hypertension,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0020538,0,6,treat
ginger,inflammatory bowel diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0021390,0,2,treat
ginger,irritable bowel syndrome,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0022104,0,9,treat
ginger,liver cancer,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0854795,0,9,treat
ginger,migraine,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0149931,0,7,treat
ginger,motion sickness,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0026603,0,7,treat
ginger,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C1285162,0,8,treat
ginger,neurodegenerative diseases,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C1285162,0,8,treat
ginger,obesity,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0028754,0,9,treat
ginger,sinusitis,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0149512,0,5,treat
ginseng,diabetes,http://purl.obolibrary.org/obo/FOODON_03301705,UMLS_CUI:C0011849,0,5,treat
ginseng,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,UMLS_CUI:C0011860,0,9,treat
grape juice,hypertension,http://purl.obolibrary.org/obo/FOODON_00001926***http://purl.obolibrary.org/obo/FOODON_03301127,UMLS_CUI:C0020538,0,3,treat
grapefruit,Parkinson's disease,http://purl.obolibrary.org/obo/FOODON_03301702***http://purl.obolibrary.org/obo/NCBITaxon_37656,UMLS_CUI:C0030567,0,3,treat
grapefruit,hypertension,http://purl.obolibrary.org/obo/FOODON_03301702***http://purl.obolibrary.org/obo/NCBITaxon_37656,UMLS_CUI:C0020538,0,5,treat
grapes,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,UMLS_CUI:C0004153,0,4,treat
green tea,diabetes,http://purl.obolibrary.org/obo/FOODON_03301072,UMLS_CUI:C0011849,0,3,treat
green tea,prostate cancer,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0033578,0,14,treat
hawthorn,Hypertension,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0020538,0,11,treat
honey,amnesia,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0002625,0,2,treat
honey,colorectal cancer,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0346629,0,5,treat
honey,eczema,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0011603,0,3,treat
honey,metabolic syndrome,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0025517,0,6,treat
honey,psoriasis,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0033860,0,3,treat
honey,stroke,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0007820,0,2,treat
honey,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0011860,0,4,treat
honey,urinary tract infections,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0149523,0,3,treat
kefir,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310290,UMLS_CUI:C0025517,0,2,treat
kiwi,hypertension,http://purl.obolibrary.org/obo/FOODON_03414363,UMLS_CUI:C0020538,0,8,treat
lemon,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03301441,UMLS_CUI:C0002395,0,3,treat
lemon,gastritis,http://purl.obolibrary.org/obo/FOODON_03301441,UMLS_CUI:C0017152,0,2,treat
lemon,gastroesophageal reflux,http://purl.obolibrary.org/obo/FOODON_03301441,UMLS_CUI:C0017168,0,2,treat
lemon,pneumonia,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0032285,0,10,treat
lemon,pulmonary fibrosis,http://purl.obolibrary.org/obo/NCBITaxon_4682,UMLS_CUI:C0034069,0,10,treat
liver,cancers,http://purl.obolibrary.org/obo/UBERON_0002107,UMLS_CUI:C0006826,0,3,treat
manner,motion sickness,http://purl.obolibrary.org/obo/NCBITaxon_94328,UMLS_CUI:C0026603,0,2,treat
milk,cancers,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0006826,0,8,treat
milk,dementia,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0154319,0,3,treat
milk,diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011849,0,15,treat
milk,food allergies,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0016470,0,12,treat
milk,gout,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0018099,0,3,treat
milk,hereditary angioedema,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0019243,0,2,treat
milk,lactose intolerance,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0022951,0,2,treat
milk,liver disease,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0023895,0,9,treat
milk,liver diseases,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0023895,0,21,treat
milk,metabolic syndrome,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0025517,0,4,treat
milk,stroke,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0007820,0,7,treat
milk,type 2 diabetes,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0011860,0,2,treat
milk products,hypertension,http://purl.obolibrary.org/obo/UBERON_0001913,UMLS_CUI:C0020538,0,4,treat
nuts,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03301072,UMLS_CUI:C0004153,0,4,treat
nuts,epilepsy,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0014544,0,6,treat
nuts,stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0007820,0,6,treat
nuts,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03301175***http://purl.obolibrary.org/obo/NCBITaxon_128608,UMLS_CUI:C0011860,0,3,treat
oats,celiac disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,UMLS_CUI:C0007570,0,5,treat
oats,coeliac disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,UMLS_CUI:C0007570,0,5,treat
oats,colorectal cancer,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,UMLS_CUI:C0346629,0,5,treat
oats,inflammatory bowel disease,http://purl.obolibrary.org/obo/FOODON_03315188***http://purl.obolibrary.org/obo/NCBITaxon_4498,UMLS_CUI:C0021390,0,5,treat
oil or,diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0011849,0,7,treat
oil or,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0025517,0,7,treat
olive oil,Alzheimer's disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0002395,0,3,treat
olive oil,Breast Cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0006142,0,5,treat
olive oil,atherosclerosis,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0004153,0,3,treat
olive oil,breast cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0006142,0,21,treat
olive oil,breast tumor,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0006142,0,4,treat
olive oil,cancers,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0006826,0,16,treat
olive oil,coronary heart disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0151744,0,16,treat
olive oil,dementia,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0154319,0,11,treat
olive oil,diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0011849,0,10,treat
olive oil,epilepsy,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0014544,0,6,treat
olive oil,gastric cancer,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0024623,0,4,treat
olive oil,hypertension,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0020538,0,10,treat
olive oil,metabolic diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0025517,0,3,treat
olive oil,metabolic syndrome,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0025517,0,3,treat
olive oil,neurodegenerative disease,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C1285162,0,7,treat
olive oil,neurodegenerative diseases,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C1285162,0,37,treat
olive oil,obesity,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0028754,0,3,treat
olive oil,osteoporosis,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0029456,0,4,treat
olive oil,stroke,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0007820,0,16,treat
olive oil,type 2 diabetes,http://purl.obolibrary.org/obo/FOODON_03310387***http://purl.obolibrary.org/obo/FOODON_03301826,UMLS_CUI:C0011860,0,19,treat
olive oil mixture,eczema,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0011603,0,3,treat
olive oil mixture,psoriasis,http://purl.obolibrary.org/obo/UBERON_0036016,UMLS_CUI:C0033860,0,3,treat
onion,breast cancer,http://purl.obolibrary.org/obo/FOODON_03316347***http://purl.obolibrary.org/obo/NCBITaxon_4679,UMLS_CUI:C0006142,0,4,treat
