term1,term2,snomedct,snomedct_disease,is_cause,is_treat,relation
cheese,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102262009***http://purl.bioontology.org/ontology/SNOMEDCT/443931000124105,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
cheese,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
cheese,hyperphosphatemia,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:20165001,0,2,treat
cheese,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
cheese,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
cheese,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
chicken,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/226955001,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
chickpea flour,type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
chives,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/256326004,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
chives,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:93974005,0,18,treat
chocolate,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,SNOMEDCT_US_2020_09_01:254837009,0,10,treat
chocolate,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,SNOMEDCT_US_2020_09_01:267467004,0,4,treat
chocolate,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,SNOMEDCT_US_2020_09_01:75934005,0,3,treat
chocolate,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
chocolate consumption,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/102262009,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
chocolate consumption,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:266312006,0,3,treat
cinnamon,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:73768007,0,6,treat
cinnamon,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:267467004,0,16,treat
cinnamon,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260177005,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
cinnamon,diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:267467004,0,18,treat
cinnamon,diarrhea,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:154268000,0,3,treat
cinnamon,gastric diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:196598004,0,3,treat
cinnamon,glucose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:267426009,0,6,treat
cinnamon,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:75934005,0,14,treat
cinnamon,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
cinnamon,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/260180006,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
cinnamon,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/412060000,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
cinnamon,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
cinnamon,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:5476005,0,6,treat
cinnamon,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,40,treat
cinnamon,type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,6,treat
cinnamon,type-2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,7,treat
cocoa,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
cocoa,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:267467004,0,10,treat
cocoa,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:38341003,0,2,treat
cocoa,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
cocoa,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:44054006,0,12,treat
cocoa,type 2 diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:44054006,0,13,treat
cocoa consumption,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:44054006,0,12,treat
coconut,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/735211005,SNOMEDCT_US_2020_09_01:156331003,0,10,treat
coconut oil,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/735211005***http://purl.bioontology.org/ontology/SNOMEDCT/28942008,SNOMEDCT_US_2020_09_01:73768007,0,4,treat
coconut oil,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/735211005***http://purl.bioontology.org/ontology/SNOMEDCT/28942008,SNOMEDCT_US_2020_09_01:156331003,0,3,treat
coffee,adenomas,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:443416007,0,2,treat
coffee,alcoholic liver cirrhosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:420054005,0,2,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
coffee,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
coffee,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
coffee,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:126824007,0,4,treat
coffee,gout,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:90560007,0,3,treat
coffee,hyperuricemia,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:271198001,0,2,treat
coffee,liver disease,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:62857009,0,4,treat
coffee,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:5476005,0,4,treat
coffee,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:44054006,0,2,treat
coffee consumption,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:269513004,0,2,treat
coffee consumption,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:363406005,0,2,treat
cooked rice,atopic dermatitis,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,SNOMEDCT_US_2020_09_01:156331003,0,4,treat
coriander,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
corn,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
corn,celiac disease,http://purl.bioontology.org/ontology/SNOMEDCT/67324005,SNOMEDCT_US_2020_09_01:197477005,0,2,treat
corn,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/412357001,SNOMEDCT_US_2020_09_01:38341003,0,8,treat
cream,peptic ulcer disease,http://purl.bioontology.org/ontology/SNOMEDCT/255621006,SNOMEDCT_US_2020_09_01:155701001,0,3,treat
dried peas,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/260184002,SNOMEDCT_US_2020_09_01:44054006,0,4,treat
eating yogurt,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:267497007,0,4,treat
eating yogurt,lactose intolerance,http://purl.bioontology.org/ontology/SNOMEDCT/226863004,SNOMEDCT_US_2020_09_01:267497007,0,4,treat
egg yolk,chronic kidney disease,http://purl.bioontology.org/ontology/SNOMEDCT/256442007,SNOMEDCT_US_2020_09_01:155856009,0,3,treat
eggs,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102262009***http://purl.bioontology.org/ontology/SNOMEDCT/443931000124105,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
eggs,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/102264005,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
female,rectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/16313001,SNOMEDCT_US_2020_09_01:254582000,0,3,treat
fenugreek,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
fenugreek,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,9,treat
flour,spina bifida,http://purl.bioontology.org/ontology/SNOMEDCT/63766005,SNOMEDCT_US_2020_09_01:156888006,0,6,treat
flour is,anaemia,http://purl.bioontology.org/ontology/SNOMEDCT/229944000***http://purl.bioontology.org/ontology/SNOMEDCT/63766005***http://purl.bioontology.org/ontology/SNOMEDCT/412071004,SNOMEDCT_US_2020_09_01:64593003,0,2,treat
fruit,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:73768007,0,2,treat
fruit,allergic disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:257550005,0,3,treat
fruit,allergic rhinitis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:38103000,0,2,treat
fruit,arthritis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:372091005,0,2,treat
fruit,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:187687003,0,5,treat
fruit,bladder cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:126885006,0,10,treat
fruit,bone diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:76069003,0,2,treat
fruit,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:254837009,0,5,treat
fruit,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:269513004,0,11,treat
fruit,cataract,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:193620000,0,3,treat
fruit,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:363406005,0,2,treat
fruit,coronary heart disease,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:53741008,0,12,treat
fruit,degenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:362975008,0,4,treat
fruit,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
fruit,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:126824007,0,8,treat
fruit,gastrointestinal disorders,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:53619000,0,2,treat
fruit,gestational diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:11687002,0,4,treat
fruit,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:38341003,0,15,treat
fruit,liver diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:62857009,0,2,treat
fruit,nephritis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:52845002,0,2,treat
fruit,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:362975008,0,3,treat
fruit,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:5476005,0,5,treat
fruit,osteoporosis,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:156825006,0,5,treat
fruit,renal cell cancer,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:254915003,0,6,treat
fruit,renal cell carcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:254915003,0,5,treat
fruit,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:266312006,0,16,treat
fruit,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/72511004,SNOMEDCT_US_2020_09_01:44054006,0,2,treat
fruits,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/70813002,SNOMEDCT_US_2020_09_01:269513004,0,2,treat
"fruits,",stroke,http://purl.bioontology.org/ontology/SNOMEDCT/41834005***http://purl.bioontology.org/ontology/SNOMEDCT/411317002,SNOMEDCT_US_2020_09_01:266312006,0,9,treat
garlic,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:155414001,0,9,treat
garlic,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:254837009,0,6,treat
garlic,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:269513004,0,35,treat
garlic,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:363406005,0,10,treat
garlic,colorectal adenocarcinoma,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:408645001,0,3,treat
garlic,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:93854002,0,3,treat
garlic,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:267467004,0,5,treat
garlic,eclampsia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:156111007,0,2,treat
garlic,gastric cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:126824007,0,8,treat
garlic,gingivitis,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:196355002,0,3,treat
garlic,hepatoma,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2019_09_01:109841003,0,3,treat
garlic,hyperglycemia,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:144187006,0,2,treat
garlic,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:38341003,0,16,treat
garlic,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:187771009,0,18,treat
garlic,myocardial infarction,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:66514008,0,2,treat
garlic,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
garlic,periodontal diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:196354003,0,3,treat
garlic,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:93974005,0,16,treat
garlic,renal hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:194775007,0,2,treat
garlic,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:266312006,0,6,treat
ginger,Alzheimer's disease,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:73768007,0,6,treat
ginger,CRF,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:155856009,0,3,treat
ginger,asthma,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:187687003,0,4,treat
ginger,cancers,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:269513004,0,18,treat
ginger,chronic kidney diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:155856009,0,3,treat
ginger,colon cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:363406005,0,2,treat
ginger,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:93854002,0,9,treat
ginger,constipation,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:363693003,0,7,treat
ginger,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:267467004,0,23,treat
ginger,diabetes mellitus,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:267467004,0,6,treat
ginger,diarrhea,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:154268000,0,5,treat
ginger,diarrhoea,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:154268000,0,7,treat
ginger,gastrointestinal disease,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:53619000,0,3,treat
ginger,heart diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:194707003,0,4,treat
ginger,hepatic disorders,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:62857009,0,5,treat
ginger,hyperglycemia,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:144187006,0,5,treat
ginger,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:38341003,0,6,treat
ginger,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/24515005,SNOMEDCT_US_2020_09_01:38341003,0,3,treat
ginger,inflammatory bowel diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:155759008,0,2,treat
ginger,irritable bowel syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:155783000,0,9,treat
ginger,liver cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:187771009,0,9,treat
ginger,migraine,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:155046006,0,7,treat
ginger,motion sickness,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:37031009,0,7,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/260180006,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/412066006***http://purl.bioontology.org/ontology/SNOMEDCT/412060000,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
ginger,neurodegenerative diseases,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:362975008,0,8,treat
ginger,obesity,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:5476005,0,9,treat
ginger,sinusitis,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:195649005,0,5,treat
ginseng,type 2 diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/227388008,SNOMEDCT_US_2020_09_01:44054006,0,9,treat
grape juice,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/226492005***http://purl.bioontology.org/ontology/SNOMEDCT/129559002,SNOMEDCT_US_2020_09_01:38341003,0,3,treat
grapefruit,Parkinson's disease,http://purl.bioontology.org/ontology/SNOMEDCT/256315005,SNOMEDCT_US_2020_09_01:49049000,0,3,treat
grapefruit,hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/256315005,SNOMEDCT_US_2020_09_01:38341003,0,5,treat
grapes,atherosclerosis,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:155414001,0,4,treat
grapes,breast cancer,http://purl.bioontology.org/ontology/SNOMEDCT/256317002,SNOMEDCT_US_2020_09_01:254837009,0,10,treat
green tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/29263009,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
green tea,diabetes,http://purl.bioontology.org/ontology/SNOMEDCT/901000161107,SNOMEDCT_US_2020_09_01:267467004,0,3,treat
green tea,prostate cancer,http://purl.bioontology.org/ontology/SNOMEDCT/735030001,SNOMEDCT_US_2020_09_01:93974005,0,14,treat
hawthorn,Hypertension,http://purl.bioontology.org/ontology/SNOMEDCT/227400003,SNOMEDCT_US_2020_09_01:38341003,0,11,treat
honey,amnesia,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:247606008,0,2,treat
honey,colorectal cancer,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:93854002,0,5,treat
honey,eczema,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:238538009,0,3,treat
honey,metabolic syndrome,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:75934005,0,6,treat
honey,psoriasis,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:156369008,0,3,treat
honey,stroke,http://purl.bioontology.org/ontology/SNOMEDCT/227598003,SNOMEDCT_US_2020_09_01:266312006,0,2,treat
